exp_id,description,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,epochs_trained,train_time_sec
E1,Baseline ANN,0.74636946216202,0.43746414540991985,0.31741248938678346,0.314879819616471,0.707576024960807,0.74636946216202,0.6813636669760762,18,129.4
E2,ANN + Dropout,0.7462492581156513,0.38189624989186366,0.31503241432786977,0.3120242330887213,0.6963234765161785,0.7462492581156513,0.6786737672771763,54,606.5
E3,ANN + Batch Normalization,0.7467375870540242,0.4918133618704288,0.31869470562383523,0.3175477088310591,0.722904419577339,0.7467375870540242,0.682312017656233,25,427.4
E4,ANN + Dropout + Batch Normalization,0.7466399212663496,0.3812660460576059,0.31557608164747264,0.31268328311613175,0.6960248474490202,0.7466399212663496,0.6794460621421121,51,1140.2
E5,ANN + Class Weight,0.43573966808657694,0.36562122140593784,0.40291179027161533,0.3123089150799989,0.6961290238963576,0.43573966808657694,0.5228860047560581,28,167.7
E6,ANN + Dropout + Class Weight,0.4891478284387748,0.3761499537920959,0.40283471487424977,0.32850998944342,0.6970633804472025,0.4891478284387748,0.5692475030180764,22,154.5
